STOK KODU,STOK ADI,SEKTÖR ADI,MARKA,BARKOD 1,ÜRÜN GRUP KODU,AKS,CİNSİYET,UNIQ KOD,UNIQ ADI
DGB70206140,DG DOLCE MATTE LSTK 223 D. SOGNO,SELEKTIF TEKLİ,DOLCE & GABBANA,730870206140,1-MA-00,MAKYAJ,UNISEX,DGB000000625,DG MATTE LIPSTICK 223 D. SOGNO 3.5 GR
DGB70206201,DG MATTE LSTK 229 MAMMA 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870206201,1-MA-00,MAKYAJ,UNISEX,DGB000000129,DG DOLCE MATTE LSTK 229 D. MAMMA 3.5 GR
DGB70206263,DG DOLCE MATTE LSTK 512 D.EXCELSA 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870206263,1-MA-00,MAKYAJ,UNISEX,DGB000000626,DG MATTE LIPSTICK 512 D.EXCELSA 3.5 GR
DGB70225509,DG VELVET COLLECTION CYPRESS EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,730870225509,1-PB,PARFÜM,UNISEX,DGB000000216,DG VELVET COLLECTION CYPRESS EDP 150 ML
DGB70259306,DG TO FM GS EDT100 ASB75 SG50,SELEKTIF ÇOKLU,DOLCE & GABBANA,730870259306,1-PA-00,PARFÜM,ERKEK,,
DGB70259368,DG TO FM GS EDT100 EDT30,SELEKTIF ÇOKLU,DOLCE & GABBANA,,1-PA-00,PARFÜM,ERKEK,,
DGB70259665,DG LB GS EDT100 BC100 SG 100,SELEKTIF ÇOKLU,DOLCE & GABBANA,730870259665,1-PA-00,PARFÜM,KADIN,,
DGB70259788,DG LB GS EDT100 EDT25,SELEKTIF ÇOKLU,DOLCE & GABBANA,,1-PA-00,PARFÜM,KADIN,,
DGB70259962,DG LB PH GS EDT125 ASB75 SG50,SELEKTIF ÇOKLU,DOLCE & GABBANA,730870259962,1-PA-00,PARFÜM,ERKEK,,
DGB70275535,DG PSSN DUO LSTK TROP COR 145 3 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870275535,1-MA-00,MAKYAJ,UNISEX,DGB000000829,DG PASSION DUO LIPSTICK TROPICAL CORAL 145 3 GR
DGB70275603,DG PSSN DUO LSTK TROP PINK 37 3 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870275603,1-MA-00,MAKYAJ,UNISEX,DGB000000830,DG PASSION DUO LIPSTICK TROPICAL PINK 37 3 GR
DGB70275672,DG EYESHADOW X2 TROP COR 135 5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870275672,1-MA-00,MAKYAJ,UNISEX,DGB000000828,DG EYESHDW DUO TROPICAL CORAL 135 5 GR
DGB70275733,DG EYESHADOW X2 TROP PINK 102 5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870275733,1-MA-00,MAKYAJ,UNISEX,DGB000000827,DG EYESHDW DUO TROPICAL PINK 102 5 GR
DGB70275795,DG NAIL POLISH TROP COR 615 10 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,730870275795,1-MA-00,MAKYAJ,UNISEX,DGB000000831,DG NAIL POLISH TROPICAL CORAL 615 10 ML
DGB70275870,DG NAIL POLISH TROP BEACH SAND 817,SELEKTIF TEKLİ,DOLCE & GABBANA,730870275870,1-MA-00,MAKYAJ,UNISEX,DGB000000832,DG NAIL POLISH BEACH SAND 817 10 ML
DGB70280638,DG BLUSH PWDR 47 TROP COR 5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870280638,1-MA-00,MAKYAJ,UNISEX,DGB000000825,DG BLUSH POWDER 47 TROPICAL CORAL 5 GR
DGB70280690,DG BLUSH PWDR 37 TROP PINK 5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870280690,1-MA-00,MAKYAJ,UNISEX,DGB000000826,DG BLUSH PWDR 37 TROP PINK 5 GR
DGB70281062,DG MISS SICILY LSTK 100 ANNA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281062,1-MA-00,MAKYAJ,UNISEX,DGB000000141,DG MISS SICILY LSTK 100 ANNA 2.5 GR
DGB70281130,DG MISS SICILY LSTK 120 ANTONIA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281130,1-MA-00,MAKYAJ,UNISEX,DGB000000631,DG MISS SICILY LSTK 120 ANTONIA 2.5 GR
DGB70281208,DG MISS SICILY LSTK 200 ROSA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281208,1-MA-00,MAKYAJ,UNISEX,DGB000000632,DG MISS SICILY LSTK 200 ROSA 2.5 GR
DGB70281277,DG MISS SICILY LSTK 210 CONCETTA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281277,1-MA-00,MAKYAJ,UNISEX,DGB000000633,DG MISS SICILY LSTK 210 CONCETTA 2.5 GR
DGB70281345,DG MISS SICILY LSTK 220 ROSALIA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281345,1-MA-00,MAKYAJ,UNISEX,DGB000000634,DG MISS SICILY LSTK 220 ROSALIA 2.5 GR
DGB70281413,DG MISS SICILY LSTK 300 ANNUNZIATA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281413,1-MA-00,MAKYAJ,UNISEX,DGB000000635,DG MISS SICILY LSTK 300 ANNUNZIATA 2.5 GR
DGB70281482,DG MISS SICILY LSTK 310 DOMENICA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281482,1-MA-00,MAKYAJ,UNISEX,DGB000000142,DG MISS SICILY LSTK 310 DOMENICA 2.5 GR
DGB70281550,DG MISS SICILY LSTK 320 ONOFRIA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281550,1-MA-00,MAKYAJ,UNISEX,DGB000000636,DG MISS SICILY LSTK 320 ONOFRIA 2.5 GR
DGB70281697,DG MISS SICILY LSTK 410 ISABELLA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281697,1-MA-00,MAKYAJ,UNISEX,DGB000000143,DG MISS SICILY LSTK 410 ISABELLA 2.5 GR
DGB70281765,DG MISS SICILY LSTK 500 FILOMENA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281765,1-MA-00,MAKYAJ,UNISEX,DGB000000144,DG MISS SICILY LSTK 500 FILOMENA 2.5 GR
DGB70281833,DG MISS SICILY LSTK 510 CATERINA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281833,1-MA-00,MAKYAJ,UNISEX,DGB000000638,DG MISS SICILY LSTK 510 CATERINA 2.5 GR
DGB70281901,DG MISS SICILY LSTK 600 MARIA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281901,1-MA-00,MAKYAJ,UNISEX,DGB000000145,DG MISS SICILY LSTK 600 MARIA 2.5 GR
DGB70281970,DG MISS SICILY LSTK 610 CARMELA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870281970,1-MA-00,MAKYAJ,UNISEX,DGB000000146,DG MISS SICILY LSTK 610 CARMELA 2.5 GR
DGB70282045,DG MISS SICILY LSTK 620 AGATA 2.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,730870282045,1-MA-00,MAKYAJ,UNISEX,DGB000000147,DG MISS SICILY LSTK 620 AGATA 2.5 GR
DGB81102902,DOLCE GABBANA MAKE-UP SHINE LSTK 70 GOLD(İA),SELEKTIF TEKLİ,DOLCE & GABBANA,737052200323,1-MA-00,MAKYAJ,UNISEX,DGB000000573,DG SHINE LIPSTICK 70 GOLD 3.5 GR
DGB81102907,DOLCE GABBANA MAKE-UP SHINE LSTK 120 RUBY 3.5G(İA),SELEKTIF TEKLİ,DOLCE & GABBANA,737052200385,1-MA-00,MAKYAJ,UNISEX,DGB000000580,DG SHINE LIPSTICK 120 RUBY 3.5 GR
DGB81102911,DOLCE GABBANA MAKE-UP SHINE LSTK 160 SPLENDID 3.5G,SELEKTIF TEKLİ,DOLCE & GABBANA,737052200422,1-MA-00,MAKYAJ,UNISEX,DGB000000586,DG SHINE LIPSTICK 160 SPLENDID 3.5 GR
DGB81150478,THE ONE FOR MEN DEO STICK 75 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,737052036670,1-PA-01,PARFÜM,ERKEK,DGB000000007,DG THE ONE FOR MEN DEO STICK 75 GR
DGB82416498,DOLCE GABBANA MAKE-UP EYESHDW X4 145 PETAL 4.8G MN,SELEKTIF TEKLİ,DOLCE & GABBANA,737052372075,1-MA-00,MAKYAJ,UNISEX,DGB000000913,DG MU EYESHDW X4 145 PETAL 4.8 GR MN
DGB82418691,DOLCE GABBANA MAKE-UP EYESHDW X2 180 OCEAN  5G(İA),SELEKTIF TEKLİ,DOLCE & GABBANA,737052400464,1-MA-00,MAKYAJ,UNISEX,DGB000000914,DG MU EYESHDW X2 180 OCEAN 5 GR
DGB82421271,DOLCE GABBANA MAKE-UP SHINE LSTK 136 LOVE 3.5G(İA),SELEKTIF TEKLİ,DOLCE & GABBANA,737052441061,1-MA-00,MAKYAJ,UNISEX,DGB000000915,DG MU SHINE LSTK 136 LOVE 3.5 GR
DGB82425694,DG VELVET COLLECTION SUBLIME EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052497105,1-PB,PARFÜM,UNISEX,DGB000000205,DG VELVET COLLECTION SUBLIME EDP 50 ML
DGB82425695,DG VELVET COLLECTION LOVE EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052497136,1-PB,PARFÜM,UNISEX,DGB000000206,DG VELVET COLLECTION LOVE EDP 50 ML
DGB82425697,DG VELVET COLLECTION VETIVER EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052497198,1-PB,PARFÜM,UNISEX,DGB000000209,DG VELVET COLLECTION VETIVER EDP 50 ML
DGB82425698,DG VELVET COLLECTION WOOD EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052497228,1-PB,PARFÜM,UNISEX,DGB000000211,DG VELVET COLLECTION WOOD EDP 50 ML
DGB82425699,DG VELVET COLLECTION PATCHOULI EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052497259,1-PB,PARFÜM,UNISEX,DGB000000212,DG VELVET COLLECTION PATCHOULI EDP 50 ML
DGB82431422,LIGHT BLUE EDT 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052074313,1-PA-00,PARFÜM,KADIN,DGB000000009,DG LIGHT BLUE EDT 50 ML
DGB82431423,LIGHT BLUE EDT 100 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052074320,1-PA-00,PARFÜM,KADIN,DGB000000008,DG LIGHT BLUE EDT 100 ML
DGB82432274,DGB MAKE-UP VOLUPT LSTK 60 NATURAL MONICA 3.5G(İA),SELEKTIF TEKLİ,DOLCE & GABBANA,737052588704,1-MA-00,MAKYAJ,UNISEX,DGB000000654,DG MU VOLUPT LSTK 60 NATURAL MONICA 3.5 GR
DGB82436034,D.GABBANA THE ONE DESIRE EDP 75 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052667218,1-PA-00,PARFÜM,KADIN,DGB000000916,THE ONE DESIRE EDP 75 ML
DGB82436041,D.GABBANA THE ONE DESIRE EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052667515,1-PA-00,PARFÜM,KADIN,DGB000000917,THE ONE DESIRE EDP 50 ML
DGB82436974,DG VELVET COLLECTION DESERT OUD EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052684031,1-PB,PARFÜM,UNISEX,DGB000000202,DG VELVET COLLECTION DESERT OUD EDP 50 ML
DGB82436975,DG VELVET COLLECTION TENDER OUD EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052684079,1-PB,PARFÜM,UNISEX,DGB000000204,DG VELVET COLLECTION TENDER OUD EDP 50 ML
DGB82440677,DOLCE EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052746890,1-PA-00,PARFÜM,KADIN,DGB000000019,DG DOLCE EDP 50 ML
DGB82440678,DOLCE EDP 75 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052746937,1-PA-00,PARFÜM,KADIN,DGB000000018,DG DOLCE EDP 75 ML
DGB82442959,POUR HOMME INTENSO DEO STICK 75 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,737052784052,1-PA-01,PARFÜM,ERKEK,DGB000000237,POUR HOMME INTENSO DEO STICK 75 GR
DGB82442981,DG VELVET COLLECTION ROSE EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052785172,1-PB,PARFÜM,UNISEX,DGB000000886,DG VELVET COLLECTION ROSE EDP 50 ML
DGB82442994,DG VELVET COLLECTION DESIRE EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052497167,1-PB,PARFÜM,UNISEX,DGB000000208,DG VELVET COLLECTION DESIRE EDP 50 ML
DGB82445710,DG VELVET COLLECTION SUBLIME EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052833811,1-PB,PARFÜM,UNISEX,DGB000000879,DG VELVET COLLECTION SUBLIME EDP 150 ML
DGB82445711,DG VELVET COLLECTION LOVE EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052833859,1-PB,PARFÜM,UNISEX,DGB000000880,DG VELVET COLLECTION LOVE EDP 150 ML 
DGB82445712,DG VELVET COLLECTION DESIRE EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052833897,1-PB,PARFÜM,UNISEX,DGB000000207,DG VELVET COLLECTION DESIRE EDP 150 ML
DGB82445713,DG VELVET COLLECTION VETIVER EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052833934,1-PB,PARFÜM,UNISEX,DGB000000881,DG VELVET COLLECTION VETIVER EDP 150 ML 
DGB82445714,DG VELVET COLLECTION WOOD EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-PB,PARFÜM,UNISEX,DGB000000210,DG VELVET COLLECTION WOOD EDP 150 ML
DGB82445715,DG VELVET COLLECTION PATCHOULI EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052834016,1-PB,PARFÜM,UNISEX,DGB000000882,DG VELVET COLLECTION PATCHOULI EDP 150 ML 
DGB82445716,DG VELVET COLLECTION DESERT OUD EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052834054,1-PB,PARFÜM,UNISEX,DGB000000201,DG VELVET COLLECTION DESERT OUD EDP 150 ML
DGB82445717,DG VELVET COLLECTION TENDER OUD EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052834092,1-PB,PARFÜM,UNISEX,DGB000000203,DG VELVET COLLECTION TENDER OUD EDP 150 ML
DGB82445718,DG VELVET COLLECTION BERGAMOT EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052834139,1-PB,PARFÜM,UNISEX,DGB000000883,DG VELVET COLLECTION BERGAMOT 150 ML 
DGB82446862,LIGHT BLUE POUR HOMME EDT 125 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052079080,1-PA-00,PARFÜM,ERKEK,DGB000000013,DG LIGHT BLUE POUR HOMME EDT 125 ML
DGB82446863,LIGHT BLUE POUR HOMME EDT 75 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052079097,1-PA-00,PARFÜM,ERKEK,DGB000000014,DG LIGHT BLUE POUR HOMME EDT 75 ML
DGB82446878,POUR HOMME EDT 125 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052074450,1-PA-00,PARFÜM,ERKEK,DGB000000024,DG POUR HOMME EDT 125 ML
DGB82447047,DOLCE GABBANA MAKE-UP PERFECT MONO NUDE 030 4 G (F,SELEKTIF TEKLİ,DOLCE & GABBANA,737052859804,1-MA-00,MAKYAJ,UNISEX,DGB000000918,DG MU PERFECT MONO NUDE 030 4 GR
DGB82448401,DG DOLCE EDP 75 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052884172,1-PA-00,PARFÜM,KADIN,,
DGB82448534,THE ONE EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052020808,1-PA-00,PARFÜM,KADIN,DGB000000002,DG THE ONE EDP 50 ML
DGB82448575,THE ONE FOR MEN EDT 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052036632,1-PA-00,PARFÜM,ERKEK,DGB000000004,DG THE ONE FOR MEN EDT 50 ML
DGB82448576,THE ONE FOR MEN EDT 100 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052036649,1-PA-00,PARFÜM,ERKEK,DGB000000003,DG THE ONE FOR MEN EDT 100 ML
DGB82449176,LIGHT BLUE POUR HOMME DEO STICK 75 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,737052079035,1-PA-01,PARFÜM,ERKEK,DGB000000015,DG LIGHT BLUE POUR HOMME DEO STICK 75 GR
DGB82452014,THE ONE FOR MEN EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052945699,1-PA-00,PARFÜM,ERKEK,DGB000000006,DG THE ONE FOR MEN EDP 50 ML
DGB82452015,THE ONE FOR MEN EDP 100 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052945736,1-PA-00,PARFÜM,ERKEK,DGB000000005,DG THE ONE FOR MEN EDP 100 ML
DGB82452021,DG THE ONE MEN ROYAL NIGHT EDP 100ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052945934,1-PA-00,PARFÜM,ERKEK,,
DGB82453342,DG VELVET COLLECTION EXOTIC LEATHER EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052967981,1-PB,PARFÜM,UNISEX,DGB000000213,DG VELVET COLLECTION EXOTIC LEATHER EDP 50 ML
DGB82453343,DG VELVET COLLECTION LEATHER EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052968025,1-PB,PARFÜM,UNISEX,DGB000000887,DG VELVET COLLECTION LEATHER EDP 150 ML 
DGB82453346,DG VELVET COLLECTION MIMOSA EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052968148,1-PB,PARFÜM,UNISEX,DGB000000215,DG VELVET COLLECTION MIMOSA EDP 50 ML
DGB82455425,THE ONE EDP 75 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052020792,1-PA-00,PARFÜM,KADIN,DGB000000001,DG THE ONE EDP 75 ML
DGB82455760,POUR FEMME EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052598031,1-PA-00,PARFÜM,KADIN,DGB000000021,DG POUR FEMME EDP 50 ML
DGB82455761,POUR FEMME EDP 100 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052598079,1-PA-00,PARFÜM,KADIN,DGB000000020,DG POUR FEMME EDP 100 ML
DGB82455764,POUR FEMME INTENSE EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052714875,1-PA-00,PARFÜM,KADIN,DGB000000023,DG POUR FEMME INTENSE EDP 50 ML
DGB82455765,POUR FEMME INTENSE EDP 100 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052714905,1-PA-00,PARFÜM,KADIN,DGB000000022,DG POUR FEMME INTENSE EDP 100 ML
DGB82455812,POUR HOMME INTENSO EDP 125 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052783451,1-PA-00,PARFÜM,ERKEK,DGB000000027,DG POUR HOMME INTENSO EDP 125 ML
DGB82455815,POUR HOMME INTENSO EDP 75 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052783574,1-PA-00,PARFÜM,ERKEK,DGB000000028,DG POUR HOMME INTENSO EDP 75 ML
DGB82455842,POUR HOMME EDT 75 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052074443,1-PA-00,PARFÜM,ERKEK,DGB000000025,DG POUR HOMME EDT 75 ML
DGB82457119,DG VELVET COLLECTION GINESTRA EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,730870159798,1-PB,PARFÜM,UNISEX,DGB000000889,DG VELVET COLLECTION GINESTRA EDP 50 ML
DGB82458222,DG DOLCE ROSA EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,730870175200,1-PA-00,PARFÜM,KADIN,DGB000000920,DOLCE ROSA EDP 50 ML
DGB82458223,DG DOLCE ROSA EDP 75 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,730870175248,1-PA-00,PARFÜM,KADIN,DGB000000921,DOLCE ROSA EDP 75 ML
DGB82459900,DG VELVET COLLECTION PURE EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,730870197165,1-PB,PARFÜM,UNISEX,DGB000000892,DG VELVET COLLECT PURE EDP 50 ML
DGB82460169,DG VELVET COLLECTION BERGAMOT EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,737052781921,1-PB,PARFÜM,UNISEX,DGB000000884,DG VELVET COLLECTION BERGAMOT 50 ML
DGB82463160,DG TO GS EDP75 BL100 SG100,SELEKTIF ÇOKLU,DOLCE & GABBANA,730870259184,1-PA-00,PARFÜM,KADIN,,
DGB82463161,DG TO GS EDP75 BL100 RB7.4,SELEKTIF ÇOKLU,DOLCE & GABBANA,730870259214,1-PA-00,PARFÜM,KADIN,,
DGB82463163,DG TO FM GS EDT100 ASB75 SG50,SELEKTIF ÇOKLU,DOLCE & GABBANA,,1-PA-00,PARFÜM,ERKEK,,
DGB82463164,DG TO FM GS EDT100 EDT30,SELEKTIF ÇOKLU,DOLCE & GABBANA,730870259368,1-PA-00,PARFÜM,ERKEK,,
DGB82463171,DG LB GS EDT100 BC100 RB7.4,SELEKTIF ÇOKLU,DOLCE & GABBANA,730870259726,1-PA-00,PARFÜM,KADIN,,
DGB82463172,DG LB GS EDT100 EDT25,SELEKTIF ÇOKLU,DOLCE & GABBANA,730870259788,1-PA-00,PARFÜM,KADIN,,
DGB82463188,DG LB PH GS EDT125 ASB75 SG50,SELEKTIF ÇOKLU,DOLCE & GABBANA,,1-PA-00,PARFÜM,ERKEK,,
DGB84000500000,DG VELVET COLLECTION INCENSO EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478400054,1-PB,PARFÜM,UNISEX,DGB000000873,DG VELVET COLLECTION INCENSO EDP 150 ML
DGB84002500000,K BY DOLCE&GABBANA DEO SPRAY 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-PA-01,PARFÜM,ERKEK,DGB000000030,K BY DOLCE&GABBANA DEO SPRAY 150 ML
DGB84002500102,K BY DOLCE&GABBANA DEO SPRAY 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478400252,1-PA-00,PARFÜM,ERKEK,DGB000000030,K BY DOLCE&GABBANA DEO SPRAY 150 ML
DGB84003500000,K BY DOLCE&GABBANA DEO STICK 75 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-PA-01,PARFÜM,ERKEK,DGB000000248,K BY DOLCE&GABBANA DEO STICK 75 GR
DGB84005500000,DOLCE GARDEN EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478400559,1-PA-00,PARFÜM,KADIN,DGB000000234,DOLCE GARDEN EDP 50 ML
DGB84006500000,DOLCE GARDEN EDP 75 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478400658,1-PA-00,PARFÜM,KADIN,DGB000000233,DOLCE GARDEN EDP 75 ML
DGB84011500000,MILLENNIALSKIN TINT MOIST 100 PORCELAIN 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000257,MILLENNIALSKIN TINT MOISTURIZER SPF 30 LIGHT 1 PORCELAIN
DGB84012500000,MILLENNIALSKIN TINT MOIST LIGHT 2 CREAM,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478401259,1-MA-00,MAKYAJ,UNISEX,DGB000000258,MILLENNIALSKIN TINT MOISTURIZER SPF 30 LIGHT 2 CREAM
DGB84014500000,MILLENNIALSKIN TINT MOIST 215 VANILLA  50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000260,MILLENNIALSKIN TINT MOISTURIZER SPF 30 LIGHT MEDIUM 1 NATURAL
DGB84015500000,MILLENNIALSKIN TINT MOIST 310 CARAMEL 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000261,MILLENNIALSKIN TINT MOISTURIZER SPF 30 LIGHT MEDIUM 2 FAWN
DGB84016500000,MILLENNIALSKIN TINT MOIST 350 BRONZE 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000263,MILLENNIALSKIN TINT MOISTURIZER SPF 30 MEDIUM 2 CHESTNUT
DGB84017500000,MILLENNIALSKIN TINT MOIST 410 HAZELNUT 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000264,MILLENNIALSKIN TINT MOISTURIZER SPF 30 MEDIUM 3 ALMOND
DGB84018500000,MILLENNIALSKIN TINT MOIST TAN MEDIUM DARK 1,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478401853,1-MA-00,MAKYAJ,UNISEX,DGB000000265,MILLENNIALSKIN TINT MOISTURIZER SPF 30 MEDIUM DARK 1 TAN
DGB84032500000,MILLENNIALSKIN TINT MOIST 200 CASHMERE 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000259,MILLENNIALSKIN TINT MOISTURIZER SPF 30 LIGHT 3 SAND
DGB84057500000,MILLENNIALSKIN CONCEALER IVORY 1 5 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478405752,1-MA-00,MAKYAJ,UNISEX,DGB000000346,MILLENNIALSKIN CONCEALER IVORY 1 - 5 ML
DGB84058500000,MILLENNIALSKIN CONCEALER LIGHT 2 5 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478405851,1-MA-00,MAKYAJ,UNISEX,DGB000000347,MILLENNIALSKIN CONCEALER LIGHT 2 - 5 ML
DGB84059500000,MILLENNIALSKIN CONCEALER NEUTRAL 3 5 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478405950,1-MA-00,MAKYAJ,UNISEX,DGB000000348,MILLENNIALSKIN CONCEALER NEUTRAL 3 - 5 ML
DGB84060500000,MILLENNIALSKIN CONCEALER CARAMEL 4 5 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478406056,1-MA-00,MAKYAJ,UNISEX,DGB000000349,MILLENNIALSKIN CONCEALER CARAMEL 4 - 5 ML
DGB84061500000,MILLENNIALSKIN CONCEALER HONEY 5 5 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478406155,1-MA-00,MAKYAJ,UNISEX,DGB000000350,MILLENNIALSKIN CONCEALER HONEY  5 - 5 ML
DGB84076500000,DG MU18 DOLCE MATTE 645 D.ORCHID SPRING18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478407657,1-MA-00,MAKYAJ,UNISEX,DGB000000818,DG MU DOLCE MATTE 645 D.ORCHID
DGB84077500000,DG MU18 DOLCE MATTE 510 D.IBISCUS SPRING18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478407756,1-MA-00,MAKYAJ,UNISEX,DGB000000819,DG MU DOLCE MATTE 510 D.IBISCUS
DGB84078500000,DG MU18 DOLCE MATTE 130 D.PEONY SPRING18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478407855,1-MA-00,MAKYAJ,UNISEX,DGB000000820,DG MU DOLCE MATTE 130 D.PEONY
